species_name,formula,dHf_0K,dHf_298K,units,atct_id,molar_mass,molar_mass_uncertainty,cas_number,atct_seq,uncertainty_kJmol,species_type,number_of_atoms,cleaned_formula,number_of_elements,CID,Canonical_SMILES,Isomeric_SMILES,InChI,H-H_S,N-N_T,O-O_D,F-F_S,Cl-Cl_S,Br-Br_S,I-I_S,C-H_S,H-O_S,C-O_D,C-C_S,C-C_D,C-O_S,H-N_S,C-O_T,C-C_T,Cl-H_S,C-C_A,F-H_S,C-N_T,Br-H_S,N-O_D,C-N_S,C-Cl_S,O-O_S,H-I_S,N-O_S,C-F_S,H-Si_S,O-S_D,Br-C_S,Cl-O_S,C-N_D,Br-O_S,C-I_S,H-S_S,F-O_S,C-Si_S,O-S_S,F-Si_S,I-O_S,O-Si_S,Cl-F_S,N-N_D,F-N_S,C-N_A,Si-Si_S,N-O_T,Si-Si_D,S-S_D,C-S_S,O-Si_D,I-O_D,N-N_S,Cl-I_S,Br-Si_S,Cl-Si_S,C-S_D,C-O_A,B-O_S,B-Cl_S,Br-I_S,Cl-N_S,B-H_S,C-Si_T,B-F_S,Si-Si_T,B-C_S,B-N_S,I-Si_S,Cl-S_S,C-S_T,B-N_T,O-O_A,I-I_D,C-I_D,N-O_A,Br-Cl_S,S-S_S,N-N_A,H-Pt_S,O-S_A,S-S_A,N-S_S,Structure_source,SINGLE,num_bonds,TRIPLE,DOUBLE,AROMATIC
3-Methylene-1-cyclopropen-1-ylium,"[CH2C(CHC)]+ (g, singlet)",1398.8,1395.5,kJ/mol,117469-28-0*2,51.0661,0.0032,117469-28-0,2,,molecule,7,[CH2C(CHC)],6,6326.0,C#C,C#C,InChI=1S/C2H2/c1-2/h1-2H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,2,3,1,0,0
Hydroxylamine cation,[NH2OH]+ (g),857.7,847.9,kJ/mol,62675-55-2*0,33.02941,0.00037,62675-55-2,0,,molecule,5,[NH2OH],4,787.0,NO,NO,"InChI=1S/H3NO/c1-2/h2H,1H2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,4,4,0,0,0
Butyraldehyde,CH3CH2CH2CHO (g),-185.27,-205.64,kJ/mol,123-72-8*0,72.1057,0.0033,123-72-8,0,,molecule,13,CH3CH2CH2CHO,9,261.0,CCCC=O,CCCC=O,"InChI=1S/C4H8O/c1-2-3-4-5/h4H,2-3H2,1H3",0,0,0,0,0,0,0,8,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,11,12,0,1,0
Chloroallene,CH2CCHCl (g),181.9,175.2,kJ/mol,3223-70-9*0,74.5086,0.0026,3223-70-9,0,,molecule,7,CH2CCHCl,6,18592.0,C=C=CCl,C=C=CCl,"InChI=1S/C3H3Cl/c1-2-3-4/h3H,1H2",0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,4,6,0,2,0
1-Chloropropyne,CH3CCCl (g),192.0,187.9,kJ/mol,7747-84-4*0,74.5086,0.0026,7747-84-4,0,,molecule,7,CH3CCCl,5,24427.0,CC#CCl,CC#CCl,InChI=1S/C3H3Cl/c1-2-3-4/h1H3,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,5,6,1,0,0
Methylcyclopentane,CH3CH(CH2CH2CH2CH2) (g),-68.59,-106.12,kJ/mol,96-37-7*0,84.1595,0.0049,96-37-7,0,,molecule,18,CH3CH(CH2CH2CH2CH2),12,7296.0,CC1CCCC1,CC1CCCC1,"InChI=1S/C6H12/c1-6-4-2-3-5-6/h6H,2-5H2,1H3",0,0,0,0,0,0,0,12,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,18,18,0,0,0
Dioxosilane,"SiO2 (cr,l)",-906.76,-911.74,kJ/mol,7631-86-9*500,60.0843,0.00067,7631-86-9,500,,molecule,3,SiO2,2,24261.0,O=[Si]=O,O=[Si]=O,InChI=1S/O2Si/c1-3-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,0,2,0,2,0
Dioxosilane,SiO2 (vitr),-826.31,-902.24,kJ/mol,7631-86-9*520,60.0843,0.00067,7631-86-9,520,,molecule,3,SiO2,2,24261.0,O=[Si]=O,O=[Si]=O,InChI=1S/O2Si/c1-3-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,0,2,0,2,0
Silicon carbide cation,[SiC]+ (g),1604.7,1609.4,kJ/mol,78393-58-5*0,40.09565,0.00085,78393-58-5,0,,molecule,2,[SiC],2,9863.0,[C-]#[Si+],[C-]#[Si+],InChI=1S/CSi/c1-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,0,1,1,0,0
Tetrafluorosilane cation,[SiF4]+ (g),-138.1,-142.4,kJ/mol,62859-94-3*0,104.07856,0.0003,62859-94-3,0,,molecule,5,[SiF4],2,24556.0,F[Si](F)(F)F,F[Si](F)(F)F,"InChI=1S/F4Si/c1-5(2,3)4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,4,4,0,0,0
Difluorosilyliumyl,[SiF2]+ (g),416.0,415.2,kJ/mol,37300-76-8*0,66.08176,0.0003,37300-76-8,0,,molecule,3,[SiF2],2,6327229.0,F[Si]F,F[Si]F,InChI=1S/F2Si/c1-3-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,2,2,0,0,0
Silyliumyl,[SiH2]+ (g),1155.45,1153.83,kJ/mol,28149-31-7*0,30.10083,0.00033,28149-31-7,0,,molecule,3,[SiH2],2,6327230.0,[SiH2],[SiH2],InChI=1S/H2Si/h1H2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,2,2,0,0,0
Dioxofluorine,OFO (g),523.9,523.2,kJ/mol,175861-93-5*0,50.9972,0.0006,175861-93-5,0,,molecule,3,OFO,3,139943.0,[O]OF,[O]OF,InChI=1S/FO2/c1-3-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,2,2,0,0,0
Disilanyl anion,[SiH3SiH2]- (g),63.3,50.9,kJ/mol,53199-49-8*0,61.21125,0.00069,53199-49-8,0,,molecule,7,[SiH3SiH2],4,5461119.0,[SiH3][SiH2+],[SiH3][SiH2+],"InChI=1S/H5Si2/c1-2/h1H2,2H3/q+1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,6,6,0,0,0
Disilene,"SiH2SiH2 (g, triplet)",393.3,384.8,kJ/mol,15435-77-5*1,60.20276,0.00066,15435-77-5,1,,molecule,6,SiH2SiH2,4,139934.0,[SiH2]=[SiH2],[SiH2]=[SiH2],InChI=1S/H4Si2/c1-2/h1-2H2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,4,5,0,1,0
Di-mu-hydrodihydrodisilicon,"HSi(HSiHH) (g, cis-singlet)",385.6,375.2,kJ/mol,129970-82-7*22,60.20276,0.00066,129970-82-7,22,,molecule,6,HSi(HSiHH),6,6335299.0,[SiH],[2H][Si],InChI=1S/HSi/h1H/i1D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,1,1,0,0,0
Iodosilane,SiH3I (g),6.9,-2.8,kJ/mol,13598-42-0*0,158.01379,0.00037,13598-42-0,0,,molecule,5,SiH3I,3,139512.0,[SiH3]I,[SiH3]I,InChI=1S/H3ISi/c1-2/h2H3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,4,4,0,0,0
Trimethylsilanide,[Si(CH3)3]- (g),-42.0,-65.5,kJ/mol,54711-92-1*0,73.1896,0.0025,54711-92-1,0,,molecule,13,[Si(CH3)3],3,140319.0,C[Si-](C)C,C[Si-](C)C,InChI=1S/C3H9Si/c1-4(2)3/h1-3H3/q-1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,12,12,0,0,0
Tetraoxidanyl,"(HOO)(O2) (g, vdW)",2.1,0.4,kJ/mol,69696-93-1*100,65.0055,0.0012,69696-93-1,100,,molecule,5,(HOO)(O2),5,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,0,0,0,0,0
"(3E)-1,3-Hexadien-5-yne","CH2CHCHCHCCH (g, trans)",358.9,346.6,kJ/mol,5222-77-5*0,78.1118,0.0048,5222-77-5,0,,molecule,12,CH2CHCHCHCCH,11,241.0,C1=CC=CC=C1,C1=CC=CC=C1,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,6,12,0,0,6
Divinylacetylene,"CH2CHCCCHCH2 (g, cis)",361.9,350.5,kJ/mol,821-08-9*2,78.1118,0.0048,821-08-9,2,,molecule,12,CH2CHCCCHCH2,10,61222.0,C=CC#CC=C,C=CC#CC=C,"InChI=1S/C6H6/c1-3-5-6-4-2/h3-4H,1-2H2",0,0,0,0,0,0,0,6,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,8,11,1,2,0
"1,2,4-Cyclohexatriene",CH2(CHCHCHCCH) (g),419.5,403.6,kJ/mol,124869-33-6*0,78.1118,0.0048,124869-33-6,0,,molecule,12,CH2(CHCHCHCCH),11,15686076.0,C1C=CC=C=C1,C1C=CC=C=C1,"InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-3,6H,4H2",0,0,0,0,0,0,0,6,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,9,12,0,3,0
Perchloryloxy,OCl(O)(O)O (g),248.4,240.8,kJ/mol,12133-63-0*0,99.4503,0.0015,12133-63-0,0,,molecule,5,OCl(O)(O)O,5,61739.0,[O-]Cl,[O-]Cl,InChI=1S/ClO/c1-2/q-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,1,1,0,0,0
Nitrosyl fluoride,FNO (g),-85.46,-87.83,kJ/mol,7789-25-5*0,49.00454,0.00031,7789-25-5,0,,molecule,3,FNO,3,123261.0,N(=O)F,N(=O)F,InChI=1S/FNO/c1-2-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,1,2,0,1,0
Ethylammoniumyl,[CH3CH2NH2]+ (g),827.7,807.6,kJ/mol,41857-50-5*0,45.0832,0.0017,41857-50-5,0,,molecule,10,[CH3CH2NH2],6,674.0,CNC,CNC,"InChI=1S/C2H7N/c1-3-2/h3H,1-2H3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,9,9,0,0,0
2-Methyl-2-propanamine,(CH3)3CNH2 (g),-87.01,-120.66,kJ/mol,75-64-9*0,73.1369,0.0033,75-64-9,0,,molecule,16,(CH3)3CNH2,5,6385.0,CC(C)(C)N,CC(C)(C)N,"InChI=1S/C4H11N/c1-4(2,3)5/h5H2,1-3H3",0,0,0,0,0,0,0,9,0,0,3,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,15,15,0,0,0
Benzophenone,C6H5C(O)C6H5 (g),80.7,51.5,kJ/mol,119-61-9*0,182.2179,0.0104,119-61-9,0,,molecule,24,C6H5C(O)C6H5,6,3102.0,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2,InChI=1S/C13H10O/c14-13(11-7-3-1-4-8-11)12-9-5-2-6-10-12/h1-10H,0,0,0,0,0,0,0,10,0,1,2,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,12,25,0,1,12
Neonium,[NeH]+ (g),1324.85,1323.04,kJ/mol,12200-65-6*0,21.18709,0.0006,12200-65-6,0,,molecule,2,[NeH],2,173765168.0,[H+].[Ne],[H+].[Ne],InChI=1S/Ne/p+1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,0,0,0,0,0
Kryptonium,[KrH]+ (g),1106.29,1104.5,kJ/mol,37276-90-7*0,84.8074,0.1,37276-90-7,0,,molecule,2,[KrH],2,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,0,0,0,0,0
Oxosulfur,[SO]+ (g),999.26,999.86,kJ/mol,767269-11-4*0,48.0649,0.006,767269-11-4,0,,molecule,2,[SO],2,114845.0,O=S,O=S,InChI=1S/OS/c1-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,0,1,0,1,0
Bromine dioxide,OBrO (g),165.6,156.0,kJ/mol,21255-83-4*0,111.9028,0.0012,21255-83-4,0,,molecule,3,OBrO,3,5460629.0,O=Br[O],O=Br[O],InChI=1S/BrO2/c2-1-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,2,2,0,0,0
Perchlorate,[OCl(O)(O)O]- (g),-263.9,-272.8,kJ/mol,14797-73-0*0,99.4508,0.0015,14797-73-0,0,,molecule,5,[OCl(O)(O)O],5,123351.0,[O-]Cl(=O)(=O)=O,[O-]Cl(=O)(=O)=O,"InChI=1S/ClHO4/c2-1(3,4)5/h(H,2,3,4,5)/p-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,4,4,0,0,0
Sulfuric acid,"OS(O)(OH)2 (aq, 75 H2O)",,-887.19,kJ/mol,7664-93-9*825,98.0795,0.0061,7664-93-9,825,,molecule,7,OS(O)(OH)2,7,1118.0,OS(=O)(=O)O,OS(=O)(=O)O,"InChI=1S/H2O4S/c1-5(2,3)4/h(H2,1,2,3,4)",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,4,6,0,2,0
Sulfuric acid,"OS(O)(OH)2 (aq, 7000 H2O)",,-899.22,kJ/mol,7664-93-9*846,98.0795,0.0061,7664-93-9,846,,molecule,7,OS(O)(OH)2,7,1118.0,OS(=O)(=O)O,OS(=O)(=O)O,"InChI=1S/H2O4S/c1-5(2,3)4/h(H2,1,2,3,4)",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,4,6,0,2,0
Nitrosyl nitrate,"ON(O2)NO (g, perp)",70.7,62.4,kJ/mol,*15969-55-8*0,92.0111,0.0012,15969-55-8,0,,molecule,6,ON(O2)NO,5,145068.0,[N]=O,[N]=O,InChI=1S/NO/c1-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,0,1,0,1,0
Hydrogen sulfite,[OS(OH)O]- (g),-684.8,-692.1,kJ/mol,15181-46-1*0,81.0727,0.0061,15181-46-1,0,,molecule,5,[OS(OH)O],5,104748.0,OS(=O)[O-],OS(=O)[O-],"InChI=1S/H2O3S/c1-4(2)3/h(H2,1,2,3)/p-1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,3,4,0,1,0
Dioxoperoxysulfane,"(O2S)(OO) (g, singlet C1)",-176.7,-177.7,kJ/mol,*103613-08-7*11,96.0636,0.0061,103613-08-7,11,,molecule,5,(O2S)(OO),5,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,0,0,0,0,0
Dioxoperoxysulfane,"(O2S)(OO) (g, triplet C1)",-296.1,-296.1,kJ/mol,*103613-08-7*21,96.0636,0.0061,103613-08-7,21,,molecule,5,(O2S)(OO),5,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,0,0,0,0,0
Dioxoperoxysulfate dianion,"[OS(O)OO]-2 (g, C1)",-209.1,-214.8,kJ/mol,*14808-79-8*1,96.0647,0.0061,14808-79-8,1,,molecule,5,[OS(O)OO],6,1117.0,[O-]S(=O)(=O)[O-],[O-]S(=O)(=O)[O-],"InChI=1S/H2O4S/c1-5(2,3)4/h(H2,1,2,3,4)/p-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,2,4,0,2,0
Ethanethiol,"CH3CH2SH (cr,l)",-71.49,-73.09,kJ/mol,75-08-1*500,62.135,0.0062,75-08-1,500,,molecule,9,CH3CH2SH,6,6343.0,CCS,CCS,"InChI=1S/C2H6S/c1-2-3/h3H,2H2,1H3",0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,8,8,0,0,0
Hydrofluorate ion,[HF]- (g),-75.6,-75.1,kJ/mol,37249-79-9*0,20.006892,7e-05,37249-79-9,0,,molecule,2,[HF],2,14917.0,F,F,InChI=1S/FH/h1H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,1,1,0,0,0
