species_name,formula,dHf_0K,dHf_298K,units,atct_id,molar_mass,molar_mass_uncertainty,cas_number,atct_seq,uncertainty_kJmol,species_type,number_of_atoms,cleaned_formula,number_of_elements,CID,Canonical_SMILES,Isomeric_SMILES,InChI,H-H_S,N-N_T,O-O_D,F-F_S,Cl-Cl_S,Br-Br_S,I-I_S,C-H_S,H-O_S,C-O_D,C-C_S,C-C_D,C-O_S,H-N_S,C-O_T,C-C_T,Cl-H_S,C-C_A,F-H_S,C-N_T,Br-H_S,N-O_D,C-N_S,C-Cl_S,O-O_S,H-I_S,N-O_S,C-F_S,H-Si_S,O-S_D,Br-C_S,Cl-O_S,C-N_D,Br-O_S,C-I_S,H-S_S,F-O_S,C-Si_S,O-S_S,F-Si_S,I-O_S,O-Si_S,Cl-F_S,N-N_D,F-N_S,C-N_A,Si-Si_S,N-O_T,Si-Si_D,S-S_D,C-S_S,O-Si_D,I-O_D,N-N_S,Cl-I_S,Br-Si_S,Cl-Si_S,C-S_D,C-O_A,B-O_S,B-Cl_S,Br-I_S,Cl-N_S,B-H_S,C-Si_T,B-F_S,Si-Si_T,B-C_S,B-N_S,I-Si_S,Cl-S_S,C-S_T,B-N_T,O-O_A,I-I_D,C-I_D,N-O_A,Br-Cl_S,S-S_S,N-N_A,H-Pt_S,O-S_A,S-S_A,N-S_S,Structure_source,SINGLE,num_bonds,TRIPLE,DOUBLE,AROMATIC
Dihydrogen,H2 (g),0.0,0.0,,1333-74-0*0,2.01588,0.00014,1333-74-0,0,0.0,molecule,2,H2,1,783.0,[HH],[HH],InChI=1S/H2/h1H,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,1,1,0,0,0
Dinitrogen,N2 (g),0.0,0.0,,7727-37-9*0,28.01348,0.00014,7727-37-9,0,0.0,molecule,2,N2,1,947.0,N#N,N#N,InChI=1S/N2/c1-2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,0,1,1,0,0
Dioxygen,O2 (g),0.0,0.0,,7782-44-7*0,31.9988,0.0006,7782-44-7,0,0.0,molecule,2,O2,1,977.0,O=O,O=O,InChI=1S/O2/c1-2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,0,1,0,1,0
Difluorine,F2 (g),0.0,0.0,,7782-41-4*0,37.9968064,1e-06,7782-41-4,0,0.0,molecule,2,F2,1,24524.0,FF,FF,InChI=1S/F2/c1-2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,1,1,0,0,0
Dichlorine,Cl2 (g),0.0,0.0,,7782-50-5*0,70.9054,0.0018,7782-50-5,0,0.0,molecule,2,Cl2,1,24526.0,ClCl,ClCl,InChI=1S/Cl2/c1-2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,1,1,0,0,0
Dibromine,"Br2 (cr,l)",0.0,0.0,,7726-95-6*500,159.808,0.002,7726-95-6,500,0.0,molecule,2,Br2,1,24408.0,BrBr,BrBr,InChI=1S/Br2/c1-2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,1,1,0,0,0
Diiodine,"I2 (cr,l)",0.0,0.0,,7553-56-2*500,253.80894,6e-05,7553-56-2,500,0.0,molecule,2,I2,1,807.0,II,II,InChI=1S/I2/c1-2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,1,1,0,0,0
Deuterium molecule,D2 (g),0.0,0.0,,7782-39-0*0,4.028203556,8e-10,7782-39-0,0,0.0,molecule,2,D2,1,24523.0,[HH],[2H][2H],InChI=1S/H2/h1H/i1+1D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,1,1,0,0,0
Methane,CH4 (g),-66.543,-74.513,kJ/mol,74-82-8*0,16.04246,0.00085,74-82-8,0,,molecule,5,CH4,2,297.0,C,C,InChI=1S/CH4/h1H4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,4,4,0,0,0
Water,"H2O (cr,l)",-286.274,-285.802,kJ/mol,7732-18-5*500,18.01528,0.00033,7732-18-5,500,,molecule,3,H2O,2,962.0,O,O,InChI=1S/H2O/h1H2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,2,2,0,0,0
Carbon dioxide,CO2 (g),-393.111,-393.477,kJ/mol,124-38-9*0,44.0095,0.001,124-38-9,0,,molecule,3,CO2,2,280.0,C(=O)=O,C(=O)=O,InChI=1S/CO2/c2-1-3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,0,2,0,2,0
Water,H2O (g),-238.904,-241.808,kJ/mol,7732-18-5*0,18.01528,0.00033,7732-18-5,0,,molecule,3,H2O,2,962.0,O,O,InChI=1S/H2O/h1H2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,2,2,0,0,0
Ethane,CH3CH3 (g),-68.4,-84.02,kJ/mol,74-84-0*0,30.069,0.0017,74-84-0,0,,molecule,8,CH3CH3,4,6324.0,CC,CC,InChI=1S/C2H6/c1-2/h1-2H3,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,7,7,0,0,0
Ethylene,CH2CH2 (g),60.9,52.39,kJ/mol,74-85-1*0,28.0532,0.0016,74-85-1,0,,molecule,6,CH2CH2,4,6325.0,C=C,C=C,InChI=1S/C2H4/c1-2/h1-2H2,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,4,5,0,1,0
Propane,CH3CH2CH3 (g),-82.72,-105.0,kJ/mol,74-98-6*0,44.0956,0.0025,74-98-6,0,,molecule,11,CH3CH2CH3,6,6334.0,CCC,CCC,"InChI=1S/C3H8/c1-3-2/h3H2,1-2H3",0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,10,10,0,0,0
Methyl,CH3 (g),149.879,146.479,kJ/mol,2229-07-4*0,15.03452,0.00083,2229-07-4,0,,molecule,4,CH3,2,3034819.0,[CH3],[CH3],InChI=1S/CH3/h1H3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,3,3,0,0,0
Methanol,CH3OH (g),-189.96,-200.85,kJ/mol,67-56-1*0,32.04186,0.0009,67-56-1,0,,molecule,6,CH3OH,4,887.0,CO,CO,"InChI=1S/CH4O/c1-2/h2H,1H3",0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,5,5,0,0,0
Ammonia,NH3 (g),-38.562,-45.554,kJ/mol,7664-41-7*0,17.03056,0.00022,7664-41-7,0,,molecule,4,NH3,2,222.0,N,N,InChI=1S/H3N/h1H3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,3,3,0,0,0
Hydroxyl,OH (g),37.276,37.516,kJ/mol,3352-57-6*0,17.00734,0.00031,3352-57-6,0,,molecule,2,OH,2,157350.0,[OH],[OH],InChI=1S/HO/h1H,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,1,1,0,0,0
Formaldehyde,CH2O (g),-105.382,-109.223,kJ/mol,50-00-0*0,30.02598,0.00087,50-00-0,0,,molecule,4,CH2O,3,712.0,C=O,C=O,InChI=1S/CH2O/c1-2/h1H2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,2,3,0,1,0
Carbon monoxide,CO (g),-113.799,-110.519,kJ/mol,630-08-0*0,28.0101,0.00085,630-08-0,0,,molecule,2,CO,2,281.0,[C-]#[O+],[C-]#[O+],InChI=1S/CO/c1-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,0,1,1,0,0
Acetylene,HCCH (g),228.88,228.32,kJ/mol,74-86-2*0,26.0373,0.0016,74-86-2,0,,molecule,4,HCCH,4,6326.0,C#C,C#C,InChI=1S/C2H2/c1-2/h1-2H,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,2,3,1,0,0
Ethanol,CH3CH2OH (g),-217.18,-234.9,kJ/mol,64-17-5*0,46.0684,0.0017,64-17-5,0,,molecule,9,CH3CH2OH,6,702.0,CCO,CCO,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",0,0,0,0,0,0,0,5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,8,8,0,0,0
Hydrogen chloride,HCl (g),-91.988,-92.172,kJ/mol,7647-01-0*0,36.46064,0.0009,7647-01-0,0,,molecule,2,HCl,2,313.0,Cl,Cl,InChI=1S/ClH/h1H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,1,1,0,0,0
Benzene,C6H6 (g),100.69,83.18,kJ/mol,71-43-2*0,78.1118,0.0048,71-43-2,0,,molecule,12,C6H6,2,241.0,C1=CC=CC=C1,C1=CC=CC=C1,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,6,12,0,0,6
Propene,CH3CHCH2 (g),34.9,20.06,kJ/mol,115-07-1*0,42.0797,0.0024,115-07-1,0,,molecule,9,CH3CHCH2,6,8252.0,CC=C,CC=C,"InChI=1S/C3H6/c1-3-2/h3H,1H2,2H3",0,0,0,0,0,0,0,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,7,8,0,1,0
Hydrogen fluoride,HF (g),-272.674,-272.721,kJ/mol,7664-39-3*0,20.006343,7e-05,7664-39-3,0,,molecule,2,HF,2,14917.0,F,F,InChI=1S/FH/h1H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,1,1,0,0,0
Ethyl,CH3CH2 (g),131.51,120.75,kJ/mol,2025-56-1*0,29.0611,0.0016,2025-56-1,0,,molecule,7,CH3CH2,4,123138.0,C[CH2],C[CH2],"InChI=1S/C2H5/c1-2/h1H2,2H3",0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,6,6,0,0,0
Hydrogen cyanide,HCN (g),129.688,129.303,kJ/mol,74-90-8*0,27.02538,0.00081,74-90-8,0,,molecule,3,HCN,3,768.0,C#N,C#N,InChI=1S/CHN/c1-2/h1H,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,1,2,1,0,0
Hydrogen bromide,HBr (g),-27.51,-35.36,kJ/mol,10035-10-6*0,80.9119,0.001,10035-10-6,0,,molecule,2,HBr,2,260.0,Br,Br,InChI=1S/BrH/h1H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,1,1,0,0,0
Nitric oxide,NO (g),90.647,91.151,kJ/mol,10102-43-9*0,30.00614,0.00031,10102-43-9,0,,molecule,2,NO,2,145068.0,[N]=O,[N]=O,InChI=1S/NO/c1-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,0,1,0,1,0
Methylamine,CH3NH2 (g),-6.44,-21.15,kJ/mol,74-89-5*0,31.05714,0.00088,74-89-5,0,,molecule,7,CH3NH2,4,6329.0,CN,CN,"InChI=1S/CH5N/c1-2/h2H2,1H3",0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,6,6,0,0,0
Acetaldehyde,CH3CHO (g),-154.87,-165.4,kJ/mol,75-07-0*0,44.0526,0.0017,75-07-0,0,,molecule,7,CH3CHO,5,177.0,CC=O,CC=O,"InChI=1S/C2H4O/c1-2-3/h2H,1H3",0,0,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,5,6,0,1,0
Propyne,CH3CCH (g),192.72,185.56,kJ/mol,74-99-7*0,40.0639,0.0024,74-99-7,0,,molecule,7,CH3CCH,5,6335.0,CC#C,CC#C,"InChI=1S/C3H4/c1-3-2/h1H,2H3",0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,5,6,1,0,0
Hydroxyde,[OH]- (g),-139.065,-139.032,kJ/mol,14280-30-9*0,17.00789,0.00031,14280-30-9,0,,molecule,2,[OH],2,961.0,[OH-],[OH-],InChI=1S/H2O/h1H2/p-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,1,1,0,0,0
Chloromethane,CH3Cl (g),-74.65,-82.58,kJ/mol,74-87-3*0,50.4872,0.0012,74-87-3,0,,molecule,5,CH3Cl,3,6327.0,CCl,CCl,InChI=1S/CH3Cl/c1-2/h1H3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,4,4,0,0,0
Dioxidanyl,HOO (g),15.07,12.16,kJ/mol,3170-83-0*0,33.00674,0.0006,3170-83-0,0,,molecule,3,HOO,3,520535.0,O[O],O[O],InChI=1S/HO2/c1-2/h1H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,2,2,0,0,0
Acetone,CH3C(O)CH3 (g),-199.93,-216.87,kJ/mol,67-64-1*0,58.0791,0.0025,67-64-1,0,,molecule,10,CH3C(O)CH3,6,180.0,CC(=O)C,CC(=O)C,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0,0,0,0,0,0,0,6,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,8,9,0,1,0
Hydrogen iodide,HI (g),28.646,26.471,kJ/mol,10034-85-2*0,127.91241,7.6e-05,10034-85-2,0,,molecule,2,HI,2,24841.0,I,I,InChI=1S/HI/h1H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,1,1,0,0,0
Allene,CH2CCH2 (g),197.48,190.02,kJ/mol,463-49-0*0,40.0639,0.0024,463-49-0,0,,molecule,7,CH2CCH2,5,10037.0,C=C=C,C=C=C,InChI=1S/C3H4/c1-3-2/h1-2H2,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,4,6,0,2,0
Nitrogen dioxide,ONO (g),36.886,34.079,kJ/mol,10102-44-0*0,46.00554,0.0006,10102-44-0,0,,molecule,3,ONO,3,3032552.0,N(=O)[O],N(=O)[O],InChI=1S/NO2/c2-1-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,1,2,0,1,0
Vinyl,CH2CH (g),301.24,297.2,kJ/mol,2669-89-8*0,27.0452,0.0016,2669-89-8,0,,molecule,5,CH2CH,4,123166.0,C=[CH],C=[CH],"InChI=1S/C2H3/c1-2/h1H,2H2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,3,4,0,1,0
Methylene,"CH2 (g, triplet)",391.069,391.615,kJ/mol,2465-56-7*1,14.02658,0.00081,2465-56-7,1,,molecule,3,CH2,2,123164.0,[CH2],[CH2],InChI=1S/CH2/h1H2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,2,2,0,0,0
Hydrogen peroxide,HOOH (g),-129.421,-135.407,kJ/mol,7722-84-1*0,34.01468,0.00062,7722-84-1,0,,molecule,4,HOOH,4,784.0,OO,OO,InChI=1S/H2O2/c1-2/h1-2H,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,3,3,0,0,0
Fluoromethane,CH3F (g),-227.44,-235.47,kJ/mol,593-53-3*0,34.03292,0.00083,593-53-3,0,,molecule,5,CH3F,3,11638.0,CF,CF,InChI=1S/CH3F/c1-2/h1H3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,4,4,0,0,0
