# vmf_atol: 1e-07 | ps2_atol: 1e-07 | ps2_ratio: 2.0 | ode_method: dopri5 | ode_atol: 1e-07 | ode_rtol: 1e-05 | vmf_reg_method: extend | vmf_reg_type: ip | cache_svd_info: True
# frame = {Node('[H]0'): [End('[H]i'), End('[H]j'), Node('[H]5')], Node('[H]5'): [Node('[H]0'), Node('[H]1'), Node('[H]4')], Node('[H]1'): [Node('[H]5'), End('[H]0-0'), End('[H]0-1')], Node('[H]4'): [Node('[H]5'), Node('[H]3'), Node('[H]2')], Node('[H]3'): [Node('[H]4'), End('[H]1-1'), End('[H]1-2')], Node('[H]2'): [Node('[H]4'), End('[H]0-2'), End('[H]1-0')]}
# time ode_steps max_rank tr norm
# # ([H]0)-([H]5) ([H]5)-([H]4) ([H]4)-([H]2) ([H]4)-([H]3) ([H]5)-([H]1)
0.0 0 20 1.0 1.0
# 20 20 20 20 20
1.0 320 20 0.9999999998809576 1.0070920080545722
# 20 20 20 20 20
2.0 104 20 0.9999999998778826 1.0278395139952723
# 20 20 20 20 20
3.0 86 20 1.0000000000922458 1.0608655276594912
# 20 20 20 20 20
4.0 68 20 1.0000000629781254 1.1040139119213768
# 20 20 20 20 20
5.000000000000001 68 20 1.0000002418898593 1.1543723488394277
# 20 20 20 20 20
6.0 62 20 1.0000005634604758 1.2083022003273638
# 20 20 20 20 20
7.000000000000001 50 20 1.0000011696780844 1.2614841090963482
# 20 20 20 20 20
8.0 38 20 1.0000018888366544 1.3090555188335193
# 20 20 20 20 20
9.0 44 20 1.0000021895875661 1.345933701503126
# 20 20 20 20 20
10.000000000000002 32 20 1.000001612894302 1.3673807899493284
# 20 20 20 20 20
11.0 38 20 1.0000001977816573 1.3698131554392796
# 20 20 20 20 20
12.0 32 20 0.9999983638049417 1.351764994582653
# 20 20 20 20 20
13.000000000000002 32 20 0.9999967713007636 1.3147411606394315
# 20 20 20 20 20
14.000000000000002 32 20 0.9999971504359007 1.2635011280836288
# 20 20 20 20 20
15.000000000000002 32 20 1.0000011574877994 1.2053429728987446
# 20 20 20 20 20
16.0 26 20 1.000006041792979 1.1483868810938749
# 20 20 20 20 20
17.0 26 20 1.0000072214233666 1.0995181380556311
# 20 20 20 20 20
18.0 32 20 1.000005194466332 1.06299932430205
# 20 20 20 20 20
19.000000000000004 32 20 1.0000050121297255 1.0403636173137112
# 20 20 20 20 20
20.000000000000004 32 20 1.0000086260910364 1.0313180993655546
# 20 20 20 20 20
21.000000000000004 32 20 1.0000057040629822 1.0348608145505271
# 20 20 20 20 20
22.0 32 20 1.0000101528224161 1.0499818554791476
# 20 20 20 20 20
23.0 32 20 1.0000163136775884 1.0757509033759127
# 20 20 20 20 20
24.0 32 20 1.000021370530091 1.1108476700791856
# 20 20 20 20 20
25.000000000000004 32 20 1.0000316261648425 1.1527999784482046
# 20 20 20 20 20
26.000000000000004 32 20 1.0000454148888616 1.1973905076843563
# 20 20 20 20 20
27.000000000000004 32 20 1.0000493953201677 1.238820660512002
# 20 20 20 20 20
28.000000000000004 32 20 1.00002787816811 1.2708631419013616
# 20 20 20 20 20
29.000000000000004 32 20 0.9999871076925436 1.28854066507644
# 20 20 20 20 20
30.000000000000004 32 20 0.9999585254511011 1.28949947387591
# 20 20 20 20 20
31.000000000000004 32 20 0.9999430888977565 1.2744564878630806
# 20 20 20 20 20
32.0 32 20 0.9999376966975021 1.2466594760878813
# 20 20 20 20 20
33.0 32 20 0.9999372797093518 1.210785778883579
# 20 20 20 20 20
34.0 32 20 0.9999355021708862 1.1718185937750725
# 20 20 20 20 20
35.0 32 20 0.9999297489843192 1.1342493156000006
# 20 20 20 20 20
36.0 32 20 0.9999213509422545 1.1016767892165147
# 20 20 20 20 20
37.0 32 20 0.9999149672475882 1.076671655575118
# 20 20 20 20 20
38.00000000000001 32 20 0.9999123727609205 1.0607318874453233
# 20 20 20 20 20
39.00000000000001 32 20 0.9999138462417355 1.0542912507558655
# 20 20 20 20 20
40.00000000000001 32 20 0.9999213055616325 1.0568932526814554
# 20 20 20 20 20
41.00000000000001 32 20 0.9999398781690397 1.0674760743730283
# 20 20 20 20 20
42.00000000000001 32 20 0.9999646989405467 1.0844820481126698
# 20 20 20 20 20
43.00000000000001 38 20 0.999988286842549 1.1058250277879251
# 20 20 20 20 20
44.0 38 20 1.0000042537097031 1.1290038468230832
# 20 20 20 20 20
44.99999999999999 38 20 1.000008385820986 1.151452441295827
# 20 20 20 20 20
45.99999999999999 38 20 0.9999994217984118 1.1711976598712504
# 20 20 20 20 20
46.99999999999999 38 20 0.999985424986626 1.1877932892858944
# 20 20 20 20 20
47.999999999999986 38 20 0.999939940575755 1.2029059224462488
# 20 20 20 20 20
48.99999999999998 38 20 0.9997995267997756 1.219867103832283
# 20 20 20 20 20
