# time rdo00 rdo01 rdo10 rdo11
400.00000000000136 0.10150568+0.00000037j -0.12302950+0.00899702j -0.12302954-0.00899636j 0.89849470-0.00000055j
401.00000000000136 0.10051435+0.00000037j -0.12159632+0.00849492j -0.12159633-0.00849439j 0.89948603-0.00000055j
402.00000000000136 0.09959635+0.00000036j -0.12042196+0.00770715j -0.12042194-0.00770675j 0.90040403-0.00000055j
403.0000000000014 0.09878093+0.00000036j -0.11958089+0.00669010j -0.11958084-0.00668981j 0.90121944-0.00000055j
404.0000000000014 0.09809015+0.00000035j -0.11912269+0.00551405j -0.11912263-0.00551385j 0.90191022-0.00000054j
405.0000000000014 0.09753766+0.00000035j -0.11906963+0.00425584j -0.11906957-0.00425572j 0.90246271-0.00000054j
406.0000000000014 0.09712839+0.00000034j -0.11941718+0.00299173j -0.11941713-0.00299168j 0.90287197-0.00000054j
407.0000000000014 0.09685900+0.00000034j -0.12013693+0.00179146j -0.12013687-0.00179148j 0.90314137-0.00000053j
408.0000000000014 0.09671880+0.00000033j -0.12118123+0.00071415j -0.12118113-0.00071423j 0.90328156-0.00000053j
409.0000000000014 0.09669116+0.00000032j -0.12248848-0.00019367j -0.12248830+0.00019360j 0.90330920-0.00000052j
410.0000000000014 0.09675490+0.00000031j -0.12398836-0.00089831j -0.12398809+0.00089832j 0.90324546-0.00000051j
411.0000000000014 0.09688571+0.00000029j -0.12560627-0.00137777j -0.12560595+0.00137793j 0.90311464-0.00000049j
412.0000000000015 0.09705740+0.00000028j -0.12726689-0.00162004j -0.12726658+0.00162039j 0.90294296-0.00000048j
413.0000000000015 0.09724286+0.00000026j -0.12889662-0.00162138j -0.12889639+0.00162194j 0.90275750-0.00000046j
414.0000000000015 0.09741499+0.00000026j -0.13042529-0.00138522j -0.13042521+0.00138593j 0.90258536-0.00000045j
415.0000000000015 0.09754747+0.00000026j -0.13178755-0.00092175j -0.13178762+0.00092255j 0.90245288-0.00000045j
416.0000000000015 0.09761551+0.00000027j -0.13292407-0.00024844j -0.13292426+0.00024925j 0.90238483-0.00000046j
417.0000000000014 0.09759677+0.00000028j -0.13378321+0.00060900j -0.13378345-0.00060822j 0.90240358-0.00000047j
418.0000000000014 0.09747232+0.00000030j -0.13432310+0.00161544j -0.13432332-0.00161468j 0.90252803-0.00000048j
419.0000000000014 0.09722778+0.00000031j -0.13451425+0.00272557j -0.13451442-0.00272480j 0.90277256-0.00000049j
420.00000000000153 0.09685448+0.00000032j -0.13434261+0.00388416j -0.13434271-0.00388335j 0.90314586-0.00000050j
421.00000000000153 0.09635047+0.00000033j -0.13381238+0.00502773j -0.13381244-0.00502686j 0.90364988-0.00000051j
422.00000000000153 0.09572127+0.00000033j -0.13294827+0.00608790j -0.13294833-0.00608696j 0.90427908-0.00000051j
423.0000000000015 0.09498020+0.00000034j -0.13179648+0.00699624j -0.13179659-0.00699527j 0.90502014-0.00000051j
424.0000000000015 0.09414805+0.00000035j -0.13042370+0.00769028j -0.13042387-0.00768933j 0.90585230-0.00000052j
425.0000000000015 0.09325200+0.00000036j -0.12891395+0.00811973j -0.12891418-0.00811888j 0.90674834-0.00000053j
426.0000000000015 0.09232399+0.00000037j -0.12736318+0.00825209j -0.12736343-0.00825137j 0.90767635-0.00000055j
427.0000000000015 0.09139842+0.00000038j -0.12587210+0.00807646j -0.12587230-0.00807589j 0.90860191-0.00000056j
428.00000000000153 0.09050964+0.00000039j -0.12453801+0.00760506j -0.12453811-0.00760461j 0.90949070-0.00000057j
429.00000000000153 0.08968932+0.00000039j -0.12344683+0.00687189j -0.12344681-0.00687151j 0.91031101-0.00000057j
430.00000000000153 0.08896428+0.00000039j -0.12266631+0.00592900j -0.12266620-0.00592861j 0.91103605-0.00000057j
431.00000000000153 0.08835467+0.00000038j -0.12224136+0.00484076j -0.12224121-0.00484033j 0.91164567-0.00000056j
432.00000000000153 0.08787296+0.00000037j -0.12219199+0.00367736j -0.12219185-0.00367689j 0.91212737-0.00000055j
433.00000000000153 0.08752369+0.00000036j -0.12251375+0.00250851j -0.12251368-0.00250800j 0.91247664-0.00000054j
434.00000000000153 0.08730378+0.00000035j -0.12318048+0.00139810j -0.12318048-0.00139757j 0.91269654-0.00000054j
435.00000000000153 0.08720345+0.00000035j -0.12414832+0.00040065j -0.12414839-0.00040013j 0.91279687-0.00000054j
436.00000000000153 0.08720737+0.00000036j -0.12536047-0.00044052j -0.12536060+0.00044104j 0.91279295-0.00000055j
437.0000000000016 0.08729598+0.00000037j -0.12675186-0.00109356j -0.12675203+0.00109409j 0.91270434-0.00000056j
438.0000000000016 0.08744672+0.00000038j -0.12825314-0.00153724j -0.12825335+0.00153780j 0.91255360-0.00000057j
439.0000000000016 0.08763516+0.00000039j -0.12979393-0.00175950j -0.12979419+0.00176010j 0.91236515-0.00000058j
440.0000000000016 0.08783599+0.00000041j -0.13130512-0.00175617j -0.13130544+0.00175682j 0.91216432-0.00000060j
441.0000000000016 0.08802379+0.00000043j -0.13272063-0.00153004j -0.13272105+0.00153074j 0.91197652-0.00000062j
442.0000000000016 0.08817387+0.00000046j -0.13397881-0.00109069j -0.13397932+0.00109138j 0.91182644-0.00000065j
443.0000000000016 0.08826300+0.00000049j -0.13502376-0.00045488j -0.13502434+0.00045552j 0.91173732-0.00000068j
444.00000000000153 0.08827029+0.00000052j -0.13580708+0.00035251j -0.13580769-0.00035197j 0.91173002-0.00000071j
445.00000000000165 0.08817817+0.00000056j -0.13628991+0.00129762j -0.13629049-0.00129720j 0.91182214-0.00000075j
446.00000000000165 0.08797345+0.00000059j -0.13644546+0.00233705j -0.13644593-0.00233677j 0.91202685-0.00000078j
447.00000000000165 0.08764835+0.00000061j -0.13626174+0.00341845j -0.13626204-0.00341827j 0.91235196-0.00000080j
448.00000000000165 0.08720143+0.00000063j -0.13574414+0.00448218j -0.13574424-0.00448206j 0.91279887-0.00000081j
449.0000000000016 0.08663828+0.00000063j -0.13491729+0.00546465j -0.13491716-0.00546453j 0.91336202-0.00000081j
450.0000000000016 0.08597167+0.00000061j -0.13382564+0.00630282j -0.13382530-0.00630266j 0.91402863-0.00000080j
451.0000000000016 0.08522122+0.00000059j -0.13253238+0.00693975j -0.13253185-0.00693950j 0.91477909-0.00000077j
452.0000000000016 0.08441236+0.00000056j -0.13111621+0.00733012j -0.13111556-0.00732976j 0.91558794-0.00000074j
453.0000000000017 0.08357476+0.00000052j -0.12966632+0.00744518j -0.12966558-0.00744471j 0.91642554-0.00000070j
454.0000000000017 0.08274025+0.00000048j -0.12827567+0.00727600j -0.12827489-0.00727544j 0.91726005-0.00000066j
455.00000000000165 0.08194045+0.00000043j -0.12703368+0.00683465j -0.12703290-0.00683401j 0.91805985-0.00000061j
456.00000000000165 0.08120451+0.00000039j -0.12601900+0.00615286j -0.12601824-0.00615217j 0.91879579-0.00000057j
