# vmf_atol: 1e-07 | ps2_atol: 1e-07 | ps2_ratio: 2.0 | ode_method: dopri5 | ode_atol: 1e-07 | ode_rtol: 1e-05 | vmf_reg_method: extend | vmf_reg_type: ip | cache_svd_info: True
# frame = {Node('[H]0'): [End('[H]i'), End('[H]j'), Node('[H]3')], Node('[H]3'): [Node('[H]0'), Node('[H]2'), Node('[H]1')], Node('[H]2'): [Node('[H]3'), End('[H]0-2'), End('[H]0-3')], Node('[H]1'): [Node('[H]3'), End('[H]0-0'), End('[H]0-1')]}
# time ode_steps max_rank tr norm
# # ([H]0)-([H]3) ([H]3)-([H]1) ([H]3)-([H]2)
# 4 20 20
109.99999999999993 206 20 0.9999999542811258 1.3637845231708745
# 4 20 20
110.99999999999994 206 20 0.9999999733628806 1.3358357682499435
# 4 20 20
111.99999999999994 200 20 0.9999999895180715 1.3038380705440997
# 4 20 20
112.99999999999996 200 20 1.000000002405472 1.27010498762057
# 4 20 20
113.99999999999996 200 20 1.0000000114168248 1.2369092642443507
# 4 20 20
114.99999999999997 200 20 1.0000000150008355 1.2062869005752335
# 4 20 20
115.99999999999997 182 20 1.0000000094775878 1.179900132446504
# 4 20 20
116.99999999999999 182 20 0.999999995050225 1.1589733107656661
# 4 20 20
117.99999999999997 182 20 0.9999999772646551 1.1443011705668213
# 4 20 20
119.0 182 20 0.9999999619863413 1.1363139459120526
# 4 20 20
119.99999999999999 182 20 0.9999999511798976 1.135171777441174
# 4 20 20
121.0 182 20 0.9999999441435372 1.1408556928927978
# 4 20 20
122.0 182 20 0.9999999396596864 1.1532262472570378
# 4 20 20
123.00000000000001 182 20 0.9999999347309834 1.1720328098972976
# 4 20 20
124.00000000000001 182 20 0.9999999253263496 1.1968728281342367
# 4 20 20
125.00000000000003 182 20 0.9999999110967385 1.2271165020583703
# 4 20 20
126.00000000000001 182 20 0.999999897893296 1.2618236923727446
# 4 20 20
127.00000000000004 182 20 0.9999998911713229 1.2996837186756063
# 4 20 20
128.00000000000003 182 20 0.9999998918418052 1.3390043952603172
# 4 20 20
129.00000000000003 182 20 0.9999998965825008 1.3777661629409752
# 4 20 20
130.00000000000003 182 20 0.9999999017032948 1.4137437652272513
# 4 20 20
131.00000000000003 182 20 0.9999999061415408 1.4446846261670268
# 4 20 20
132.00000000000006 182 20 0.9999999112512055 1.4685218921745142
# 4 20 20
133.00000000000006 182 20 0.9999999231035671 1.483592231747325
# 4 20 20
134.00000000000006 182 20 0.9999999433277189 1.488825197111152
# 4 20 20
135.00000000000006 182 20 0.99999995930443 1.4838734495324262
# 4 20 20
136.00000000000009 182 20 0.999999975366665 1.4691620139995116
# 4 20 20
137.00000000000006 182 20 0.9999999945022284 1.44584829661634
# 4 20 20
138.00000000000009 182 20 1.0000000173237358 1.4157001471696855
# 4 20 20
139.00000000000009 182 20 1.0000000421377915 1.3809129278249541
# 4 20 20
140.00000000000009 182 20 1.0000000656299062 1.3438952009561713
# 4 20 20
141.00000000000009 182 20 1.0000000826949975 1.3070549044174462
# 4 20 20
142.0000000000001 182 20 1.000000089063974 1.2726142071117807
# 4 20 20
143.0000000000001 182 20 1.0000000869262093 1.2424733378192396
# 4 20 20
144.0000000000001 182 20 1.0000000841147885 1.2181334933542411
# 4 20 20
145.0000000000001 182 20 1.000000087207384 1.2006779519415338
# 4 20 20
146.0000000000001 182 20 1.0000000965428932 1.1907999936818983
# 4 20 20
147.0000000000001 182 20 1.000000107570647 1.1888578829348146
# 4 20 20
148.00000000000014 182 20 1.0000001154046672 1.1949332419599608
# 4 20 20
149.00000000000014 182 20 1.0000001181662928 1.2088714307398787
# 4 20 20
150.00000000000014 188 20 1.0000001168237773 1.2302909900427998
# 4 20 20
151.00000000000014 188 20 1.0000001139112111 1.2585613644336375
# 4 20 20
152.00000000000017 188 20 1.000000113352617 1.2927603046226945
# 4 20 20
153.00000000000014 188 20 1.0000001173691366 1.3316308727452792
# 4 20 20
154.00000000000014 188 20 1.0000001239343266 1.3735606754781324
# 4 20 20
155.00000000000017 188 20 1.0000001297697414 1.4166027184317058
# 4 20 20
156.00000000000017 188 20 1.0000001329460217 1.458549559079525
# 4 20 20
157.00000000000017 188 20 1.0000001325402847 1.4970622448289534
# 4 20 20
158.00000000000017 188 20 1.0000001277669996 1.5298446909884469
# 4 20 20
159.0000000000002 188 20 1.0000001185941687 1.5548442437913708
# 4 20 20
160.00000000000017 194 20 1.0000001096215232 1.570451779903542
# 4 20 20
161.0000000000002 188 20 1.000000108315695 1.575671567136823
# 4 20 20
162.0000000000002 188 20 1.000000108227796 1.570233625493994
# 4 20 20
163.0000000000002 188 20 1.0000001094347377 1.5546299311170604
# 4 20 20
164.0000000000002 182 20 1.0000001124918565 1.530068438514498
# 4 20 20
165.00000000000023 182 20 1.0000001172340949 1.4983531827671468
# 4 20 20
166.00000000000023 182 20 1.0000001225494668 1.4617106251838687
# 4 20 20
167.00000000000023 182 20 1.0000001261217633 1.422589350509953
# 4 20 20
168.00000000000023 182 20 1.0000001256380613 1.3834611520213902
# 4 20 20
169.00000000000023 182 20 1.0000001215812175 1.3466472241190601
# 4 20 20
170.00000000000023 182 20 1.000000117676592 1.3141855538439906
# 4 20 20
171.00000000000026 182 20 1.0000001169890689 1.2877467478728426
# 4 20 20
172.00000000000026 182 20 1.000000118777583 1.2685969737387413
# 4 20 20
173.00000000000026 182 20 1.0000001205529852 1.2575993255425744
# 4 20 20
174.00000000000026 188 20 1.000000120587412 1.2552394878322863
# 4 20 20
175.00000000000028 188 20 1.0000001179431417 1.2616591500050325
# 4 20 20
176.00000000000026 194 20 1.0000001134204681 1.276682217661833
# 4 20 20
177.00000000000028 194 20 1.0000001089875517 1.2998245359979006
# 4 20 20
178.00000000000028 194 20 1.0000001063182455 1.330286247874571
# 4 20 20
179.00000000000028 194 20 1.000000106270464 1.3669345606370453
# 4 20 20
180.00000000000028 200 20 1.0000001078560357 1.4082910304783265
# 4 20 20
181.00000000000028 200 20 1.0000001092241404 1.4525398332976878
# 4 20 20
182.0000000000003 200 20 1.0000001090256432 1.4975715491861343
# 4 20 20
183.00000000000028 200 20 1.0000001064768609 1.5410713743462607
# 4 20 20
184.0000000000003 200 20 1.000000100343536 1.5806525193163996
# 4 20 20
185.0000000000003 200 20 1.0000000898755301 1.6140261965729152
# 4 20 20
186.0000000000003 200 20 1.0000000746821809 1.6391906223666053
# 4 20 20
187.0000000000003 200 20 1.0000000611996833 1.6546147635584194
# 4 20 20
188.00000000000034 194 20 1.0000000557429716 1.6593900029586914
# 4 20 20
189.00000000000034 194 20 1.0000000523821366 1.6533258490918334
# 4 20 20
190.00000000000034 194 20 1.0000000499822852 1.6369740722409523
# 4 20 20
191.00000000000034 194 20 1.0000000474490882 1.6115774806157024
# 4 20 20
192.00000000000034 188 20 1.000000043284586 1.5789522823668671
# 4 20 20
193.00000000000034 188 20 1.0000000362828936 1.5413231865678987
# 4 20 20
194.00000000000037 188 20 1.000000026776585 1.5011359004325353
# 4 20 20
195.00000000000037 188 20 1.0000000177126214 1.4608717219916425
# 4 20 20
196.00000000000037 182 20 1.0000000128982651 1.4228844136120573
# 4 20 20
197.00000000000037 188 20 1.0000000126086337 1.3892723875125896
# 4 20 20
198.0000000000004 194 20 1.0000000133357627 1.3617914915801266
# 4 20 20
199.00000000000037 194 20 1.000000013927747 1.3418067985445539
# 4 20 20
200.00000000000037 194 20 1.0000000156291922 1.330276494100158
# 4 20 20
201.00000000000043 182 20 1.0000000159116609 1.3277575289766215
# 4 20 20
202.0000000000004 182 20 1.000000010598773 1.334421527786738
# 4 20 20
203.0000000000004 194 20 1.0000000039743437 1.3500707614781995
# 4 20 20
204.0000000000004 200 20 0.999999998467858 1.3741477479608921
# 4 20 20
205.0000000000004 188 20 0.9999999950659264 1.4057377602666408
# 4 20 20
206.00000000000043 188 20 0.9999999946289377 1.4435694892805002
# 4 20 20
207.00000000000043 188 20 0.9999999966410733 1.486023829155117
# 4 20 20
208.00000000000043 182 20 0.9999999988901596 1.5311628722465909
# 4 20 20
209.00000000000043 182 20 0.9999999990783621 1.5767900767227794
# 4 20 20
210.00000000000045 182 20 0.9999999962205051 1.6205482671586309
# 4 20 20
211.00000000000045 182 20 0.9999999904209895 1.6600552807824425
# 4 20 20
212.00000000000043 182 20 0.9999999817982657 1.693068835184431
# 4 20 20
213.00000000000043 182 20 0.9999999683637821 1.7176642072882622
# 4 20 20
214.00000000000048 182 20 0.9999999603781602 1.7324025305108992
# 4 20 20
215.00000000000045 182 20 0.9999999565610522 1.7364656714545186
# 4 20 20
216.00000000000045 182 20 0.9999999536277664 1.7297369891241787
# 4 20 20
217.00000000000045 182 20 0.9999999509907587 1.712815112585957
# 4 20 20
218.00000000000048 182 20 0.9999999483890857 1.6869588630412522
# 4 20 20
219.00000000000048 182 20 0.9999999455510276 1.653972642382639
# 4 20 20
220.00000000000048 182 20 0.9999999420644368 1.6160502765345786
# 4 20 20
221.00000000000048 182 20 0.9999999382572006 1.5755995880945977
# 4 20 20
222.0000000000005 182 20 0.999999935495677 1.5350694421146032
# 4 20 20
223.0000000000005 182 20 0.999999934742563 1.4967966009149687
# 4 20 20
224.0000000000005 182 20 0.9999999358346698 1.4628832172870083
# 4 20 20
225.0000000000005 182 20 0.9999999385487709 1.4351090280767203
# 4 20 20
226.00000000000054 194 20 0.9999999382590667 1.414876631544336
# 4 20 20
227.00000000000054 188 20 0.9999999379803237 1.4031843118014173
# 4 20 20
228.00000000000054 182 20 0.9999999397164419 1.4006187273410142
# 4 20 20
229.0000000000005 182 20 0.9999999322323445 1.4073593012610015
# 4 20 20
230.0000000000005 182 20 0.9999999221457665 1.423187404069215
# 4 20 20
231.00000000000054 194 20 0.999999913226091 1.4474959020795417
# 4 20 20
232.00000000000054 194 20 0.9999999074943511 1.4792985931560558
# 4 20 20
233.00000000000054 182 20 0.9999999062164148 1.5172431867834635
# 4 20 20
234.00000000000054 182 20 0.9999999086847435 1.5596350302992243
# 4 20 20
235.00000000000057 182 20 0.9999999116570824 1.6044805596151626
# 4 20 20
236.00000000000057 182 20 0.9999999124009845 1.6495587024348095
# 4 20 20
237.00000000000057 182 20 0.9999999095804724 1.692524925458228
# 4 20 20
238.00000000000057 182 20 0.9999999023678718 1.7310467067706534
# 4 20 20
239.0000000000006 182 20 0.9999998885920333 1.7629619617018863
# 4 20 20
240.0000000000006 182 20 0.9999998675848891 1.7864449829949023
# 4 20 20
241.0000000000006 182 20 0.9999998588046003 1.8001596332254648
# 4 20 20
242.00000000000057 182 20 0.9999998544986524 1.80337845885981
# 4 20 20
243.00000000000063 188 20 0.9999998513225226 1.7960500435703757
# 4 20 20
244.00000000000063 188 20 0.9999998484532562 1.778804231367794
# 4 20 20
245.0000000000006 188 20 0.9999998461563457 1.7528948590148774
# 4 20 20
246.0000000000006 194 20 0.9999998445493936 1.7200893460851836
# 4 20 20
247.00000000000065 194 20 0.9999998435047823 1.6825217800750314
# 4 20 20
248.00000000000063 194 20 0.9999998431598422 1.6425294657719056
# 4 20 20
249.00000000000063 200 20 0.9999998440454186 1.6024920430659084
# 4 20 20
250.00000000000063 200 20 0.9999998467545572 1.5646881475383316
# 4 20 20
251.00000000000065 212 20 0.9999998512431769 1.5311787907586916
# 4 20 20
252.00000000000065 212 20 0.999999856164606 1.5037207685764273
# 4 20 20
253.00000000000065 212 20 0.9999998610117276 1.483708753990274
# 4 20 20
254.00000000000065 212 20 0.9999998667051382 1.4721415847950015
# 4 20 20
255.00000000000063 206 20 0.9999998728465753 1.469606915289901
# 4 20 20
256.0000000000007 206 20 0.9999998695539106 1.4762783361701997
# 4 20 20
257.0000000000007 206 20 0.999999863528905 1.4919201414438843
# 4 20 20
258.0000000000007 206 20 0.9999998589543839 1.515896764857727
# 4 20 20
259.0000000000007 206 20 0.9999998574448482 1.5471866795719074
# 4 20 20
260.0000000000007 206 20 0.9999998590415002 1.584403511753473
# 4 20 20
261.0000000000007 206 20 0.9999998628854857 1.6258297640104193
# 4 20 20
262.0000000000007 206 20 0.9999998670544425 1.6694699045124861
# 4 20 20
263.0000000000007 206 20 0.9999998688362036 1.7131288901523614
# 4 20 20
264.00000000000074 206 20 0.9999998667362944 1.7545190931811687
# 4 20 20
265.00000000000074 206 20 0.9999998602138305 1.7913933848845618
# 4 20 20
266.0000000000007 212 20 0.9999998529488598 1.821695795477159
# 4 20 20
267.0000000000007 206 20 0.9999998399795726 1.8437152163945096
# 4 20 20
268.00000000000074 206 20 0.9999998359871165 1.8562238651367553
# 4 20 20
269.00000000000074 200 20 0.9999998335073159 1.858581752647057
# 4 20 20
270.00000000000074 200 20 0.9999998313451064 1.8507922125158396
# 4 20 20
271.00000000000074 200 20 0.9999998295258224 1.8335003408490937
# 4 20 20
272.00000000000074 200 20 0.9999998279432035 1.8079351129289147
# 4 20 20
273.00000000000074 206 20 0.9999998262469578 1.7758042981600617
# 4 20 20
274.00000000000074 200 20 0.9999998241364633 1.739157353818473
# 4 20 20
275.00000000000074 206 20 0.9999998216506886 1.700234033408924
# 4 20 20
276.0000000000008 206 20 0.9999998194515192 1.6613154288325924
# 4 20 20
277.0000000000008 212 20 0.9999998202534783 1.6245904409178291
# 4 20 20
278.0000000000008 212 20 0.9999998234600455 1.5920455821225021
# 4 20 20
279.0000000000008 212 20 0.9999998295963142 1.5653810414319937
# 4 20 20
280.00000000000074 212 20 0.9999998390141445 1.5459518863832884
# 4 20 20
281.0000000000008 206 20 0.9999998601122722 1.534730878908648
# 4 20 20
282.0000000000008 206 20 0.999999874530233 1.5322883481569798
# 4 20 20
283.0000000000008 206 20 0.9999998830040094 1.5387848171708511
# 4 20 20
284.0000000000008 206 20 0.9999998892068052 1.5539728766387244
# 4 20 20
285.0000000000008 206 20 0.9999998952391083 1.5772063968662893
# 4 20 20
286.0000000000008 206 20 0.9999999019158564 1.6074571296640334
# 4 20 20
287.0000000000008 206 20 0.999999908940949 1.6433409637867757
# 4 20 20
288.0000000000008 206 20 0.9999999152500548 1.6831580417014995
# 4 20 20
289.00000000000085 206 20 0.9999999198182893 1.7249518624462346
# 4 20 20
290.00000000000085 206 20 0.9999999221357355 1.7665916889511857
# 4 20 20
291.00000000000085 206 20 0.9999999219038543 1.805879720230348
# 4 20 20
292.00000000000085 200 20 0.999999917554471 1.8406798747870519
# 4 20 20
293.00000000000085 206 20 0.9999999122190277 1.8690595875192961
# 4 20 20
294.00000000000085 200 20 0.9999999068110548 1.8894310631883298
# 4 20 20
295.00000000000085 200 20 0.9999999041625192 1.9006755826662518
# 4 20 20
296.00000000000085 200 20 0.9999999016032441 1.9022346138195165
# 4 20 20
297.0000000000009 200 20 0.999999898590292 1.8941551412813284
# 4 20 20
298.0000000000009 194 20 0.9999998950684927 1.8770830122545399
# 4 20 20
299.00000000000085 194 20 0.9999998910700694 1.8522058320756705
# 4 20 20
300.00000000000085 194 20 0.9999998867043944 1.8211540781163307
# 4 20 20
301.0000000000009 194 20 0.9999998823073983 1.7858741073854416
# 4 20 20
302.0000000000009 194 20 0.9999998785117944 1.748488717523661
# 4 20 20
303.0000000000009 200 20 0.999999878149251 1.71115988702338
# 4 20 20
304.0000000000009 200 20 0.999999880276103 1.6759650037757663
# 4 20 20
305.0000000000009 194 20 0.9999998855710168 1.6447935212082736
# 4 20 20
306.0000000000009 194 20 0.9999998944293792 1.6192666182176632
# 4 20 20
307.0000000000009 194 20 0.9999999081227365 1.6006791009654275
# 4 20 20
308.0000000000009 188 20 0.9999999297046077 1.5899607582161115
# 4 20 20
309.0000000000009 188 20 0.9999999457104186 1.587653631594266
# 4 20 20
310.00000000000097 182 20 0.999999956880615 1.5939019268466865
# 4 20 20
311.00000000000097 182 20 0.9999999647910612 1.6084520297257368
# 4 20 20
312.0000000000009 182 20 0.9999999706179183 1.630661405930509
# 4 20 20
313.0000000000009 188 20 0.9999999750916899 1.6595167043872219
# 4 20 20
314.00000000000097 194 20 0.9999999786376192 1.6936630682125646
# 4 20 20
315.00000000000097 188 20 0.999999981466803 1.7314480385501878
# 4 20 20
316.00000000000097 182 20 0.9999999834225579 1.7709839187516732
# 4 20 20
317.00000000000097 182 20 0.9999999839540537 1.810231484636188
# 4 20 20
318.00000000000097 182 20 0.9999999821736387 1.847105262554171
# 4 20 20
319.00000000000097 188 20 0.9999999794098626 1.879596529709659
# 4 20 20
320.00000000000097 182 20 0.9999999685223095 1.905905521720648
# 4 20 20
321.00000000000097 182 20 0.9999999647389409 1.924570405944825
# 4 20 20
322.000000000001 182 20 0.9999999623076696 1.9345782523175632
# 4 20 20
323.000000000001 182 20 0.9999999597636251 1.935444194194693
# 4 20 20
324.000000000001 182 20 0.9999999564753086 1.9272481830405537
# 4 20 20
325.00000000000097 182 20 0.9999999523151415 1.910624720818904
# 4 20 20
326.000000000001 182 20 0.9999999476912301 1.886707598920721
# 4 20 20
327.000000000001 182 20 0.9999999434352439 1.8570377305041137
# 4 20 20
328.000000000001 182 20 0.9999999403247811 1.8234463021688
# 4 20 20
329.000000000001 182 20 0.9999999386848722 1.787927015909307
# 4 20 20
330.000000000001 188 20 0.9999999403825641 1.7525101902933453
# 4 20 20
331.000000000001 188 20 0.9999999438205869 1.7191485876707329
# 4 20 20
332.000000000001 188 20 0.999999949241868 1.6896210656610124
# 4 20 20
333.000000000001 188 20 0.9999999574614248 1.665456440070487
# 4 20 20
334.000000000001 188 20 0.9999999739004822 1.647877106604155
# 4 20 20
335.0000000000011 188 20 0.9999999877211325 1.6377602461551106
# 4 20 20
336.0000000000011 188 20 0.9999999964187218 1.6356138802494007
# 4 20 20
337.0000000000011 188 20 1.0000000003892546 1.6415652010924915
# 4 20 20
338.0000000000011 188 20 1.0000000005691312 1.655359377584534
# 4 20 20
339.0000000000011 194 20 0.9999999979255497 1.676368110265103
# 4 20 20
340.0000000000011 194 20 0.9999999933706205 1.7036084797796616
# 4 20 20
341.0000000000011 200 20 0.9999999881414231 1.7357739060948938
# 4 20 20
342.0000000000011 194 20 0.999999983412232 1.7712799677176718
# 4 20 20
343.00000000000114 194 20 0.999999979653291 1.8083279459677464
# 4 20 20
344.0000000000011 188 20 0.9999999761762142 1.8449878482904092
# 4 20 20
345.0000000000011 188 20 0.9999999711153007 1.8793001696267115
# 4 20 20
346.0000000000011 188 20 0.9999999656168826 1.9093920733845287
# 4 20 20
347.00000000000114 182 20 0.9999999567631594 1.933599712223367
# 4 20 20
348.00000000000114 182 20 0.9999999521003157 1.9505852667231227
# 4 20 20
349.00000000000114 182 20 0.9999999479166698 1.9594357005307301
# 4 20 20
350.00000000000114 182 20 0.9999999434561814 1.959731324577561
# 4 20 20
351.00000000000114 182 20 0.9999999384894039 1.9515754753344299
# 4 20 20
352.00000000000114 182 20 0.9999999333390261 1.9355818753454859
# 4 20 20
353.00000000000114 194 20 0.9999999288497617 1.912821991669706
# 4 20 20
354.00000000000114 194 20 0.9999999259338362 1.8847398291156556
# 4 20 20
355.00000000000114 194 20 0.9999999249216718 1.8530450213773189
# 4 20 20
356.0000000000012 200 20 0.9999999256445018 1.8195962914086972
# 4 20 20
357.0000000000012 206 20 0.9999999290011578 1.7862864152238187
