# vmf_atol: 1e-07 | ps2_atol: 1e-07 | ps2_ratio: 2.0 | ode_method: dopri5 | ode_atol: 1e-07 | ode_rtol: 1e-05 | vmf_reg_method: extend | vmf_reg_type: ip | cache_svd_info: True
# frame = {Node('[H]0'): [End('[H]i'), End('[H]j'), Node('[H]3')], Node('[H]3'): [Node('[H]0'), Node('[H]2'), Node('[H]1')], Node('[H]2'): [Node('[H]3'), End('[H]0-2'), End('[H]0-3')], Node('[H]1'): [Node('[H]3'), End('[H]0-0'), End('[H]0-1')]}
# time ode_steps max_rank tr norm
# # ([H]0)-([H]3) ([H]3)-([H]1) ([H]3)-([H]2)
109.99999999999993 26 20 1.0000002508460502 1.3637587705402292
# 20 20 20
110.99999999999994 26 20 1.000000256328163 1.3358114334272402
# 20 20 20
111.99999999999994 26 20 1.0000002631491052 1.303816392439683
# 20 20 20
112.99999999999996 26 20 1.0000002727053583 1.2700867124610158
# 20 20 20
113.99999999999996 26 20 1.0000002853671526 1.236894549559413
# 20 20 20
114.99999999999997 26 20 1.0000002972963369 1.2062753673795272
# 20 20 20
115.99999999999997 26 20 1.0000003035432175 1.1798910412237764
# 20 20 20
116.99999999999999 26 20 1.0000003051371265 1.1589657966532734
# 20 20 20
117.99999999999997 26 20 1.0000003072722259 1.1442944609073122
# 20 20 20
119.0 26 20 1.0000003117558647 1.1363075099527293
# 20 20 20
119.99999999999999 26 20 1.0000003173096135 1.1351653826390133
# 20 20 20
121.0 26 20 1.0000003215037396 1.1408493663532873
# 20 20 20
122.0 26 20 1.000000322543419 1.153220173167927
# 20 20 20
123.00000000000001 26 20 1.0000003205546006 1.1720271949032446
# 20 20 20
124.00000000000001 26 20 1.0000003171324552 1.196867773045388
# 20 20 20
125.00000000000003 26 20 1.0000003143005365 1.227111903814539
# 20 20 20
126.00000000000001 26 20 1.0000003131558222 1.2618191993801415
# 20 20 20
127.00000000000004 26 20 1.0000003137360047 1.2996787375768166
# 20 20 20
128.00000000000003 26 20 1.0000003157258255 1.3389981378668276
# 20 20 20
129.00000000000003 26 20 1.0000003182955113 1.3777577266312722
# 20 20 20
130.00000000000003 26 20 1.0000003206007992 1.4137322546638196
# 20 20 20
131.00000000000003 26 20 1.000000323057875 1.4446693219902558
# 20 20 20
132.00000000000006 26 20 1.0000003260506112 1.468502435920744
# 20 20 20
133.00000000000006 26 20 1.000000328899872 1.4835687686043415
# 20 20 20
134.00000000000006 26 20 1.000000330965863 1.488798430209283
# 20 20 20
135.00000000000006 26 20 1.0000003324372728 1.4838446282722138
# 20 20 20
136.00000000000009 26 20 1.000000334040723 1.469132823080648
# 20 20 20
137.00000000000006 26 20 1.0000003363523726 1.4458206393695943
# 20 20 20
138.00000000000009 26 20 1.0000003395132606 1.4156758547594037
# 20 20 20
139.00000000000009 26 20 1.0000003433867726 1.3808934586000907
# 20 20 20
140.00000000000009 26 20 1.0000003490179405 1.3438814131212677
# 20 20 20
141.00000000000009 26 20 1.0000003591113136 1.307046955318061
# 20 20 20
142.0000000000001 26 20 1.0000003712860583 1.2726115809334941
# 20 20 20
143.0000000000001 26 20 1.000000381344576 1.2424749771059063
# 20 20 20
144.0000000000001 26 20 1.0000003900145675 1.2181380055506976
# 20 20 20
145.0000000000001 26 20 1.0000003989747617 1.2006838528640298
# 20 20 20
146.0000000000001 26 20 1.0000004084269474 1.1908059375905478
# 20 20 20
147.0000000000001 26 20 1.0000004179429418 1.188862825328712
# 20 20 20
148.00000000000014 26 20 1.0000004267042795 1.1949365037024824
# 20 20 20
149.00000000000014 26 20 1.0000004331019532 1.2088726674750645
# 20 20 20
150.00000000000014 26 20 1.0000004359843275 1.230290086904504
# 20 20 20
151.00000000000014 26 20 1.0000004361272485 1.2585583134322471
# 20 20 20
152.00000000000017 26 20 1.000000435026407 1.2927551243262985
# 20 20 20
153.00000000000014 26 20 1.000000433696079 1.331623587216064
# 20 20 20
154.00000000000014 26 20 1.0000004325769654 1.3735513205543801
# 20 20 20
155.00000000000017 26 20 1.0000004315462538 1.4165913291196834
# 20 20 20
156.00000000000017 26 20 1.0000004302875571 1.458536123723827
# 20 20 20
157.00000000000017 26 20 1.0000004289875224 1.4970466637742201
# 20 20 20
158.00000000000017 26 20 1.0000004282158041 1.5298267986811303
# 20 20 20
159.0000000000002 26 20 1.0000004281565278 1.5548239129415935
# 20 20 20
160.00000000000017 26 20 1.0000004285347934 1.5704290628946562
# 20 20 20
161.0000000000002 26 20 1.0000004292672195 1.5756468043413343
# 20 20 20
162.0000000000002 26 20 1.0000004304258896 1.5702075189237092
# 20 20 20
163.0000000000002 26 20 1.0000004313548203 1.5546035181432498
# 20 20 20
164.0000000000002 26 20 1.0000004308010277 1.5300430084190024
# 20 20 20
165.00000000000023 26 20 1.0000004282567088 1.4983301394526578
# 20 20 20
166.00000000000023 26 20 1.0000004240994425 1.4616913022840965
# 20 20 20
167.00000000000023 26 20 1.000000418354027 1.4225748097038795
# 20 20 20
168.00000000000023 26 20 1.0000004117645405 1.3834520102283412
# 20 20 20
169.00000000000023 26 20 1.0000004072869981 1.3466435483790773
# 20 20 20
170.00000000000023 26 20 1.0000004077207922 1.3141868474434184
# 20 20 20
171.00000000000026 26 20 1.0000004124307549 1.2877520408523588
# 20 20 20
172.00000000000026 26 20 1.0000004183207047 1.2686050081981373
# 20 20 20
173.00000000000026 26 20 1.000000423798136 1.2576087827742866
# 20 20 20
174.00000000000026 26 20 1.0000004293556222 1.2552491879523
# 20 20 20
175.00000000000028 26 20 1.0000004355540195 1.2616681724853493
# 20 20 20
176.00000000000026 26 20 1.0000004416897021 1.2766899211971128
# 20 20 20
177.00000000000028 26 20 1.000000446297572 1.2998304976662833
# 20 20 20
178.00000000000028 26 20 1.000000448906806 1.3302901682421449
# 20 20 20
179.00000000000028 26 20 1.0000004498693036 1.3669361851244581
# 20 20 20
180.00000000000028 26 20 1.00000044980471 1.4082901130490173
# 20 20 20
181.00000000000028 26 20 1.000000449389939 1.4525361404946295
# 20 20 20
182.0000000000003 26 20 1.0000004486274505 1.4975648800254757
# 20 20 20
183.00000000000028 26 20 1.000000447107968 1.5410615715162959
# 20 20 20
184.0000000000003 26 20 1.000000444927707 1.5806394686284024
# 20 20 20
185.0000000000003 26 20 1.00000044270116 1.614009835004032
# 20 20 20
186.0000000000003 26 20 1.0000004409463183 1.6391709865223996
# 20 20 20
187.0000000000003 26 20 1.0000004397223055 1.654592084578553
# 20 20 20
188.00000000000034 26 20 1.00000043884733 1.659364836742353
# 20 20 20
189.00000000000034 26 20 1.0000004381800884 1.6532991738930578
# 20 20 20
190.00000000000034 26 20 1.0000004376003486 1.6369472642201381
# 20 20 20
191.00000000000034 26 20 1.0000004368848312 1.6115521733081386
# 20 20 20
192.00000000000034 26 20 1.0000004353706502 1.5789301429080864
# 20 20 20
193.00000000000034 26 20 1.0000004317810425 1.5413056700295684
# 20 20 20
194.00000000000037 26 20 1.0000004251380916 1.501124037086552
# 20 20 20
195.00000000000037 26 20 1.0000004167965186 1.4608659721604165
# 20 20 20
196.00000000000037 26 20 1.0000004106219453 1.4228846123266528
# 20 20 20
197.00000000000037 26 20 1.0000004087761767 1.3892777979611557
# 20 20 20
198.0000000000004 26 20 1.0000004096804211 1.36180096617799
# 20 20 20
199.00000000000037 26 20 1.0000004110961165 1.341819007074906
# 20 20 20
200.00000000000037 26 20 1.0000004121765667 1.3302901469826511
# 20 20 20
201.00000000000043 26 20 1.0000004132102944 1.3277715441946907
# 20 20 20
202.0000000000004 26 20 1.0000004149191026 1.3344351023856145
# 20 20 20
203.0000000000004 26 20 1.0000004177139723 1.3500833298801296
# 20 20 20
204.0000000000004 26 20 1.0000004213535318 1.3741588932302051
# 20 20 20
205.0000000000004 26 20 1.000000425330244 1.405747121694391
# 20 20 20
206.00000000000043 26 20 1.0000004291458247 1.4435767020333312
# 20 20 20
207.00000000000043 26 20 1.0000004324609355 1.4860285075419302
# 20 20 20
208.00000000000043 26 20 1.0000004350290512 1.5311646218397184
# 20 20 20
209.00000000000043 26 20 1.0000004365242854 1.5767885109434807
# 20 20 20
210.00000000000045 26 20 1.0000004366732547 1.6205430161909782
# 20 20 20
211.00000000000045 26 20 1.000000435656458 1.6600460077923644
# 20 20 20
212.00000000000043 26 20 1.0000004341284183 1.6930552926605735
# 20 20 20
213.00000000000043 26 20 1.0000004326377931 1.7176463512767066
# 20 20 20
214.00000000000048 26 20 1.000000431304592 1.7323806569193478
# 20 20 20
215.00000000000045 26 20 1.00000043017871 1.7364405420927502
# 20 20 20
216.00000000000045 26 20 1.0000004294118947 1.7297098476159156
# 20 20 20
217.00000000000045 26 20 1.000000429060917 1.7127875832838904
# 20 20 20
218.00000000000048 26 20 1.000000428824376 1.6869327651408355
# 20 20 20
219.00000000000048 26 20 1.0000004277985743 1.6539497609190132
# 20 20 20
220.00000000000048 26 20 1.0000004245901069 1.616032130864659
# 20 20 20
221.00000000000048 26 20 1.000000418199949 1.5755872366475516
# 20 20 20
222.0000000000005 26 20 1.000000409985112 1.5350633606447353
# 20 20 20
223.0000000000005 26 20 1.000000403759564 1.4967966629025953
# 20 20 20
224.0000000000005 26 20 1.0000004013080075 1.4628887775361457
# 20 20 20
225.0000000000005 26 20 1.0000004012439099 1.4351190810825032
# 20 20 20
226.00000000000054 26 20 1.0000004017350979 1.4148900054131248
# 20 20 20
227.00000000000054 26 20 1.0000004017787802 1.4031998428114112
# 20 20 20
228.00000000000054 26 20 1.0000004011449084 1.4006353723608358
# 20 20 20
229.0000000000005 26 20 1.0000004002098541 1.4073761974119583
# 20 20 20
230.0000000000005 26 20 1.0000003999132407 1.42320383461088
# 20 20 20
231.00000000000054 26 20 1.0000004013876063 1.4475112376886383
# 20 20 20
232.00000000000054 26 20 1.0000004054441276 1.479312229383539
# 20 20 20
233.00000000000054 26 20 1.0000004118687382 1.5172545028840558
# 20 20 20
234.00000000000054 26 20 1.0000004193114709 1.559643377902963
# 20 20 20
235.00000000000057 26 20 1.000000426304301 1.6044852765903126
# 20 20 20
236.00000000000057 26 20 1.000000431725525 1.649559142782983
# 20 20 20
237.00000000000057 26 20 1.0000004349540568 1.6925205079214625
# 20 20 20
238.00000000000057 26 20 1.0000004362467496 1.7310369893736033
# 20 20 20
239.0000000000006 26 20 1.0000004364336588 1.7629467434843447
# 20 20 20
240.0000000000006 26 20 1.0000004361499208 1.7864244130290048
# 20 20 20
241.0000000000006 26 20 1.0000004356851036 1.8001342965160243
# 20 20 20
242.00000000000057 26 20 1.0000004351780505 1.803349442047763
# 20 20 20
243.00000000000063 26 20 1.0000004346754658 1.796018882244323
# 20 20 20
244.00000000000063 26 20 1.0000004340563557 1.7787727756927518
# 20 20 20
245.0000000000006 26 20 1.0000004329012862 1.7528650806396613
# 20 20 20
246.0000000000006 26 20 1.0000004304000947 1.7200631238531663
# 20 20 20
247.00000000000065 26 20 1.0000004255898356 1.6825006990356082
# 20 20 20
248.00000000000063 26 20 1.0000004184347802 1.6425146528919865
# 20 20 20
249.00000000000063 26 20 1.000000410900461 1.6024840594022434
# 20 20 20
250.00000000000063 26 20 1.0000004057453615 1.5646869582545562
# 20 20 20
251.00000000000065 26 20 1.0000004037791823 1.5311838226529197
# 20 20 20
252.00000000000065 26 20 1.0000004037203016 1.503731058563217
# 20 20 20
253.00000000000065 26 20 1.0000004041532033 1.4837231189292959
# 20 20 20
254.00000000000065 26 20 1.0000004043872919 1.4721587813288515
# 20 20 20
255.00000000000063 26 20 1.0000004042082968 1.4696257564554955
# 20 20 20
256.0000000000007 26 20 1.000000403681646 1.476297760996968
# 20 20 20
257.0000000000007 26 20 1.0000004033452627 1.4919392161917564
# 20 20 20
258.0000000000007 26 20 1.0000004042203359 1.515914661530857
# 20 20 20
259.0000000000007 26 20 1.0000004069510267 1.5472026365327027
# 20 20 20
260.0000000000007 26 20 1.000000411181694 1.58441679096217
# 20 20 20
261.0000000000007 26 20 1.000000416233012 1.6258396201906173
# 20 20 20
262.0000000000007 26 20 1.000000421474438 1.6694755850338006
# 20 20 20
263.0000000000007 26 20 1.0000004262142015 1.7131296777275007
# 20 20 20
264.00000000000074 26 20 1.0000004298033651 1.7545143884617351
# 20 20 20
265.00000000000074 26 20 1.0000004318579625 1.7913828117215225
# 20 20 20
266.0000000000007 26 20 1.0000004324646063 1.8216793009919503
# 20 20 20
267.0000000000007 26 20 1.0000004320584617 1.843693160675638
# 20 20 20
268.00000000000074 26 20 1.000000431139124 1.856197051038801
# 20 20 20
269.00000000000074 26 20 1.0000004301094252 1.8585514321660415
# 20 20 20
270.00000000000074 26 20 1.0000004291797342 1.8507600039048708
# 20 20 20
271.00000000000074 26 20 1.0000004282771227 1.8334681068415708
# 20 20 20
272.00000000000074 26 20 1.0000004270760676 1.807904814222005
# 20 20 20
273.00000000000074 26 20 1.0000004251803707 1.775777830544289
# 20 20 20
274.00000000000074 26 20 1.0000004222689787 1.739136370411049
# 20 20 20
275.00000000000074 26 20 1.0000004185253895 1.7002197657568088
# 20 20 20
276.0000000000008 26 20 1.0000004150444162 1.6613085444740914
# 20 20 20
277.0000000000008 26 20 1.0000004130169942 1.6245909798795706
# 20 20 20
278.0000000000008 26 20 1.000000412549864 1.592053008185038
# 20 20 20
279.0000000000008 26 20 1.0000004128034639 1.5653943631096248
# 20 20 20
280.00000000000074 26 20 1.000000412795748 1.5459698145320842
# 20 20 20
281.0000000000008 26 20 1.000000411821673 1.5347519741614475
# 20 20 20
282.0000000000008 26 20 1.0000004095519548 1.5323111664803657
# 20 20 20
283.0000000000008 26 20 1.0000004063065961 1.5388080076596395
# 20 20 20
284.0000000000008 32 20 1.0000004033849483 1.553995249614554
# 20 20 20
285.0000000000008 32 20 1.0000004022301434 1.5772269523879006
# 20 20 20
286.0000000000008 32 20 1.0000004030870329 1.6074750396673285
# 20 20 20
287.0000000000008 32 20 1.0000004055514036 1.6433555232495598
# 20 20 20
288.0000000000008 32 20 1.0000004094662571 1.6831686199832137
# 20 20 20
289.00000000000085 32 20 1.0000004145103139 1.7249578847583336
# 20 20 20
290.00000000000085 32 20 1.0000004196735617 1.7665926590972334
# 20 20 20
291.00000000000085 32 20 1.0000004237228752 1.8058752776632385
# 20 20 20
292.00000000000085 32 20 1.0000004259816597 1.8406698680504257
# 20 20 20
293.00000000000085 32 20 1.000000426506239 1.8690441343907682
# 20 20 20
294.00000000000085 32 20 1.00000042580535 1.889410602648809
# 20 20 20
295.00000000000085 32 20 1.0000004244375538 1.9006508973823841
# 20 20 20
296.00000000000085 32 20 1.0000004227906705 1.9022068232290226
# 20 20 20
297.0000000000009 32 20 1.000000421125993 1.8941256586458297
# 20 20 20
298.0000000000009 32 20 1.0000004197226553 1.8770534759932853
# 20 20 20
299.00000000000085 26 20 1.0000004188927556 1.8521780013461835
# 20 20 20
300.00000000000085 26 20 1.000000418698756 1.821129686432883
# 20 20 20
301.0000000000009 26 20 1.0000004186695184 1.7858546857557487
# 20 20 20
302.0000000000009 26 20 1.0000004181417554 1.7484754203771364
# 20 20 20
303.0000000000009 26 20 1.0000004170512051 1.711153361735529
# 20 20 20
304.0000000000009 26 20 1.0000004159389828 1.6759653443887668
# 20 20 20
305.0000000000009 32 20 1.0000004152906996 1.644800298295161
# 20 20 20
306.0000000000009 32 20 1.0000004151100004 1.6192789729114687
# 20 20 20
307.0000000000009 32 20 1.0000004149743265 1.6006958740914838
# 20 20 20
308.0000000000009 32 20 1.0000004144755779 1.5899806285980875
# 20 20 20
309.0000000000009 32 20 1.0000004136509666 1.5876752546482822
# 20 20 20
310.00000000000097 32 20 1.0000004130842541 1.5939240279109577
# 20 20 20
311.00000000000097 32 20 1.0000004134611962 1.6084734610143
# 20 20 20
312.0000000000009 32 20 1.000000414974038 1.6306811649555848
# 20 20 20
313.0000000000009 32 20 1.000000417444966 1.6595339234753594
# 20 20 20
314.00000000000097 32 20 1.00000042095039 1.6936769904425257
# 20 20 20
315.00000000000097 32 20 1.0000004257869346 1.7314579970401625
# 20 20 20
316.00000000000097 32 20 1.000000431672902 1.7709893316859229
# 20 20 20
317.00000000000097 32 20 1.0000004373883795 1.8102318750984887
# 20 20 20
318.00000000000097 32 20 1.0000004416268071 1.847100302783126
# 20 20 20
319.00000000000097 32 20 1.0000004437949115 1.879586095178893
# 20 20 20
320.00000000000097 32 20 1.0000004440528694 1.9058897547764202
# 20 20 20
321.00000000000097 32 20 1.0000004430291303 1.9245497276836256
# 20 20 20
322.000000000001 32 20 1.000000441340458 1.9345534079386228
# 20 20 20
323.000000000001 32 20 1.0000004393776887 1.9354162353790858
# 20 20 20
324.000000000001 32 20 1.000000437535716 1.9272184371075807
# 20 20 20
325.00000000000097 32 20 1.0000004363608896 1.9105947378453887
# 20 20 20
326.000000000001 32 20 1.000000436109241 1.8866790611886273
# 20 20 20
327.000000000001 26 20 1.0000004362847315 1.8570123169683652
# 20 20 20
328.000000000001 26 20 1.000000435929479 1.8234255222779112
# 20 20 20
329.000000000001 32 20 1.00000043443153 1.7879120463795324
# 20 20 20
330.000000000001 32 20 1.0000004320147649 1.7525017510524006
# 20 20 20
331.000000000001 32 20 1.0000004292830935 1.7191468878899623
# 20 20 20
332.000000000001 32 20 1.0000004267922813 1.6896258167402138
# 20 20 20
333.000000000001 32 20 1.00000042502994 1.6654669265304263
# 20 20 20
334.000000000001 32 20 1.0000004242880773 1.647892292524635
# 20 20 20
335.0000000000011 32 20 1.0000004245900518 1.6377789079591571
# 20 20 20
336.0000000000011 32 20 1.0000004258725366 1.6356347250335126
# 20 20 20
337.0000000000011 32 20 1.0000004281095636 1.6415869604214006
# 20 20 20
338.0000000000011 32 20 1.0000004312417923 1.6553808698598893
# 20 20 20
339.0000000000011 32 20 1.00000043508269 1.6763882726170847
# 20 20 20
340.0000000000011 32 20 1.0000004393475566 1.703626374711925
# 20 20 20
341.0000000000011 32 20 1.000000443912222 1.7357887114388175
# 20 20 20
342.0000000000011 32 20 1.0000004489575132 1.7712909608518752
# 20 20 20
343.00000000000114 32 20 1.0000004543634033 1.8083344985377643
# 20 20 20
344.0000000000011 32 20 1.0000004591913232 1.8449894445255424
# 20 20 20
345.0000000000011 32 20 1.0000004624063723 1.8792964496376774
# 20 20 20
346.0000000000011 32 20 1.0000004637119166 1.9093828807849362
# 20 20 20
347.00000000000114 32 20 1.0000004634655322 1.9335851476823733
# 20 20 20
348.00000000000114 32 20 1.000000462233772 1.9505657098557851
# 20 20 20
349.00000000000114 32 20 1.0000004604546033 1.9594118385532298
# 20 20 20
350.00000000000114 32 20 1.0000004584104496 1.959704142979778
# 20 20 20
351.00000000000114 32 20 1.000000456369829 1.9515462375814439
# 20 20 20
352.00000000000114 32 20 1.0000004544863732 1.9355520774315036
# 20 20 20
353.00000000000114 32 20 1.000000452625749 1.912793275972036
# 20 20 20
354.00000000000114 32 20 1.0000004505786266 1.884713853999524
# 20 20 20
355.00000000000114 32 20 1.0000004481221383 1.8530233026200154
# 20 20 20
356.0000000000012 32 20 1.0000004450727877 1.8195800457246487
# 20 20 20
357.0000000000012 32 20 1.0000004415895498 1.7862764380475973
# 20 20 20
